rae2822

1.000000 0.000000
0.999748 0.000097
0.998993 0.000387
0.997736 0.000865
0.995977 0.001521
0.993719 0.002346
0.990964 0.003325
0.987715 0.004445
0.983974 0.005689
0.979746 0.007041
0.975036 0.008488
0.969846 0.010015
0.964184 0.011613
0.958054 0.013273
0.951463 0.014991
0.944418 0.016766
0.936925 0.018602
0.928992 0.020505
0.920627 0.022486
0.911838 0.024560
0.902635 0.026743
0.893027 0.029053
0.883022 0.031512
0.872632 0.034139
0.861867 0.036955
0.850737 0.039976
0.839255 0.043219
0.827430 0.046696
0.815276 0.050415
0.802805 0.054378
0.790028 0.058582
0.776960 0.063019
0.763613 0.067675
0.750000 0.072527
0.736136 0.077549
0.722033 0.082708
0.707708 0.087967
0.693173 0.093283
0.678443 0.098611
0.663534 0.103902
0.648460 0.109107
0.633237 0.114175
0.617879 0.119057
0.602403 0.123704
0.586824 0.128072
0.571157 0.132118
0.555419 0.135806
0.539625 0.139104
0.523791 0.141986
0.507933 0.144432
0.492067 0.146430
0.476209 0.147972
0.460375 0.149058
0.444581 0.149694
0.428843 0.149891
0.413176 0.149665
0.397597 0.149035
0.382121 0.148026
0.366763 0.146663
0.351540 0.144974
0.336466 0.142985
0.321557 0.140726
0.306827 0.138223
0.292292 0.135501
0.277967 0.132582
0.263864 0.129487
0.250000 0.126235
0.236387 0.122838
0.223040 0.119311
0.209972 0.115662
0.197195 0.111900
0.184724 0.108031
0.172570 0.104059
0.160745 0.099991
0.149263 0.095831
0.138133 0.091586
0.127368 0.087263
0.116978 0.082873
0.106973 0.078426
0.097365 0.073936
0.088162 0.069421
0.079373 0.064897
0.071008 0.060386
0.063075 0.055908
0.055582 0.051485
0.048537 0.047139
0.041946 0.042891
0.035816 0.038758
0.030154 0.034759
0.024964 0.030904
0.020254 0.027205
0.016026 0.023664
0.012285 0.020283
0.009036 0.017054
0.006281 0.013967
0.004023 0.011008
0.002264 0.008157
0.001007 0.005390
0.000252 0.002680
0.000000 -0.000000
0.000252 -0.001633
0.001007 -0.003263
0.002264 -0.004887
0.004023 -0.006500
0.006281 -0.008100
0.009036 -0.009683
0.012285 -0.011247
0.016026 -0.012788
0.020254 -0.014304
0.024964 -0.015791
0.030154 -0.017247
0.035816 -0.018669
0.041946 -0.020055
0.048537 -0.021403
0.055582 -0.022711
0.063075 -0.023976
0.071008 -0.025196
0.079373 -0.026371
0.088162 -0.027499
0.097365 -0.028577
0.106973 -0.029606
0.116978 -0.030583
0.127368 -0.031508
0.138133 -0.032381
0.149263 -0.033200
0.160745 -0.033966
0.172570 -0.034679
0.184724 -0.035338
0.197195 -0.035943
0.209972 -0.036497
0.223040 -0.036998
0.236387 -0.037448
0.250000 -0.037849
0.263864 -0.038201
0.277967 -0.038507
0.292292 -0.038767
0.306827 -0.038983
0.321557 -0.039157
0.336466 -0.039291
0.351540 -0.039385
0.366763 -0.039442
0.382121 -0.039462
0.397597 -0.039446
0.413176 -0.039395
0.428843 -0.039307
0.444581 -0.039184
0.460375 -0.039025
0.476209 -0.038827
0.492067 -0.038591
0.507933 -0.038312
0.523791 -0.037991
0.539625 -0.037623
0.555419 -0.037207
0.571157 -0.036740
0.586824 -0.036220
0.602403 -0.035644
0.617879 -0.035010
0.633237 -0.034317
0.648460 -0.033564
0.663534 -0.032751
0.678443 -0.031878
0.693173 -0.030947
0.707708 -0.029960
0.722033 -0.028919
0.736136 -0.027828
0.750000 -0.026693
0.763613 -0.025518
0.776960 -0.024310
0.790028 -0.023074
0.802805 -0.021819
0.815276 -0.020551
0.827430 -0.019277
0.839255 -0.018006
0.850737 -0.016745
0.861867 -0.015500
0.872632 -0.014279
0.883022 -0.013088
0.893027 -0.011932
0.902635 -0.010818
0.911838 -0.009748
0.920627 -0.008729
0.928992 -0.007761
0.936925 -0.006849
0.944418 -0.005994
0.951463 -0.005196
0.958054 -0.004458
0.964184 -0.003778
0.969846 -0.003158
0.975036 -0.002596
0.979746 -0.002092
0.983974 -0.001645
0.987715 -0.001254
0.990964 -0.000917
0.993719 -0.000635
0.995977 -0.000405
0.997736 -0.000227
0.998993 -0.000101
0.999748 -0.000025
1.000000 -0.000000
